detail_url,evaluate_num,name,price,store,support
//item.jd.com/100004841741.html,50万+,诺基亚（NOKIA）105新蓝色直板按键移动2G老人老年学生备用功能机超长待机,119.00,诺基亚手机京东自营旗舰店,自营
//item.jd.com/100008492072.html,50万+,诺基亚（NOKIA）105新黑色直板按键移动2G老人老年学生备用功能机超长待机,119.00,诺基亚手机京东自营旗舰店,自营
//item.jd.com/100004791609.html,50万+,诺基亚（NOKIA）105新红色直板按键移动2G老人老年学生备用功能机超长待机,119.00,诺基亚手机京东自营旗舰店,自营
//item.jd.com/100007765958.html,50万+,诺基亚（NOKIA）105新蓝色直板按键移动2G双卡双待老人老年学生备用功能机超长待机,129.00,诺基亚手机京东自营旗舰店,自营
//item.jd.com/100005920091.html,50万+,RedmiK305G双模120Hz流速屏骁龙765G前置挖孔双摄索尼6400万后置四摄30W快充 6GB+128GB紫玉幻境 游戏智能小米红米,1599.00,小米京东自营旗舰店,自营
//item.jd.com/100005920085.html,50万+,RedmiK305G双模120Hz流速屏骁龙765G前置挖孔双摄索尼6400万后置四摄30W快充 8GB+128GB紫玉幻境 游戏智能小米红米,1799.00,小米京东自营旗舰店,自营
//item.jd.com/100010640804.html,50万+,RedmiK305G双模120Hz流速屏骁龙765G前置挖孔双摄索尼6400万后置四摄30W快充 8GB+256GB深海微光 游戏智能小米红米,1999.00,小米京东自营旗舰店,自营
//item.jd.com/100010617232.html,50万+,RedmiK305G双模120Hz流速屏骁龙765G前置挖孔双摄索尼6400万后置四摄30W快充 6GB+128GB深海微光游戏智能小米红米,1599.00,小米京东自营旗舰店,自营
//item.jd.com/100010640356.html,50万+,RedmiK305G双模120Hz流速屏骁龙765G前置挖孔双摄索尼6400万后置四摄30W快充 6GB+128GB时光独白 游戏智能小米红米,1599.00,小米京东自营旗舰店,自营
//item.jd.com/100010640492.html,50万+,RedmiK305G双模120Hz流速屏骁龙765G前置挖孔双摄索尼6400万后置四摄30W快充 8GB+256GB时光独白 游戏智能小米红米,1999.00,小米京东自营旗舰店,自营
//item.jd.com/100004478931.html,50万+,诺基亚（NOKIA）105新红色直板按键移动2G双卡双待老人老年学生备用功能机超长待机,149.00,诺基亚手机京东自营旗舰店,自营
//item.jd.com/100009219552.html,50万+,荣耀20青春版AMOLED屏幕指纹4000mAh大电池20W快充4800万6GB+128GB蓝水翡翠,1699.00,荣耀京东自营旗舰店,自营
//item.jd.com/100010338198.html,50万+,RedmiK30王一博同款120Hz流速屏前置挖孔双摄索尼6400万后置四摄4500mAh超长续航27W快充6GB+128GB紫玉幻境游戏智能小米红米,1299.00,小米京东自营旗舰店,自营
//item.jd.com/100010338200.html,50万+,RedmiK30王一博同款120Hz流速屏前置挖孔双摄索尼6400万后置四摄4500mAh超长续航27W快充8GB+128GB花影惊鸿游戏智能小米红米,1399.00,小米京东自营旗舰店,自营
//item.jd.com/100010338196.html,50万+,RedmiK30王一博同款120Hz流速屏前置挖孔双摄索尼6400万后置四摄4500mAh超长续航27W快充6GB+128GB深海微光游戏智能小米红米,1299.00,小米京东自营旗舰店,自营
//item.jd.com/100010338210.html,50万+,RedmiK30王一博同款120Hz流速屏前置挖孔双摄索尼6400万后置四摄4500mAh超长续航27W快充8GB+128GB紫玉幻境游戏智能小米红米,1399.00,小米京东自营旗舰店,自营
//item.jd.com/100005088772.html,50万+,荣耀畅玩8C两天一充莱茵护眼刘海屏全网通版4GB+32GB幻影蓝移动联通电信4G全面屏双卡双待,899.00,荣耀京东自营旗舰店,自营
//item.jd.com/6946641.html,50万+,华为HUAWEIP20AI智慧徕卡双摄全面屏游戏6GB+128GB极光色全网通移动联通电信4G双卡双待,2788.00,华为京东自营官方旗舰店,自营
//item.jd.com/6946605.html,50万+,华为HUAWEIP20AI智慧徕卡双摄全面屏游戏6GB+64GB亮黑色全网通移动联通电信4G双卡双待,2788.00,华为京东自营官方旗舰店,自营
//item.jd.com/100006461607.html,50万+,荣耀Play36.39英寸魅眼全视屏4000mAh大电池真4800万AI三摄麒麟710F自研芯片畅玩全网通6GB+128GB幻夜黑,1499.00,荣耀京东自营旗舰店,自营
//item.jd.com/100004612379.html,50万+,荣耀Play36.39英寸魅眼全视屏4000mAh大电池真4800万AI三摄麒麟710F自研芯片畅玩全网通4GB+128GB魅焰红,1299.00,荣耀京东自营旗舰店,自营
//item.jd.com/100010341060.html,50万+,华为HUAWEInova5z麒麟810芯片4800万AI四摄3200万人像超级夜景6GB+128GB翡冷翠全网通双卡双待,1799.00,华为京东自营官方旗舰店,自营
//item.jd.com/100010341102.html,50万+,华为HUAWEInova5z麒麟810芯片4800万AI四摄3200万人像超级夜景6GB+128GB苏音蓝全网通双卡双待,1799.00,华为京东自营官方旗舰店,自营
//item.jd.com/4270025.html,50万+,天语（K-Touch）E2直板按键老人电信老人机学生备用2G功能机魅力红,139.00,天语手机京东自营官方旗舰店,自营
//item.jd.com/4270019.html,50万+,天语（K-Touch）T2红色老人语音播报移动联通2G直板按键大字大声老年学生备用功能,99.00,天语手机京东自营官方旗舰店,自营
//item.jd.com/5204046.html,50万+,天语（K-Touch）T2金色老人语音播报移动联通2G直板按键大字大声老年学生备用功能,99.00,天语手机京东自营官方旗舰店,自营
//item.jd.com/100016784118.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充烟波蓝8GB+128GB游戏智能小米红米,1299.00,小米京东自营旗舰店,自营
//item.jd.com/100016784108.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充羽墨黑6GB+128GB游戏智能小米红米,1049.00,小米京东自营旗舰店,自营
//item.jd.com/100009576427.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充羽墨黑8GB+128GB游戏智能小米红米,1299.00,小米京东自营旗舰店,自营
//item.jd.com/100016784100.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充烟波蓝6GB+128GB游戏智能小米红米,1049.00,小米京东自营旗舰店,自营
//item.jd.com/100016784116.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充雾光青6GB+128GB游戏智能小米红米,1049.00,小米京东自营旗舰店,自营
//item.jd.com/100016784078.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充雾光青8GB+128GB游戏智能小米红米,1299.00,小米京东自营旗舰店,自营
//item.jd.com/100009569227.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充羽墨黑4GB+128GB游戏智能小米红米,949.00,小米京东自营旗舰店,自营
//item.jd.com/100009576397.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充烟波蓝4GB+128GB游戏智能小米红米,949.00,小米京东自营旗舰店,自营
//item.jd.com/100017188754.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充烟波蓝8GB+256GB游戏智能小米红米,1499.00,小米京东自营旗舰店,自营
//item.jd.com/100017262430.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充曙光橙8GB+128GB游戏智能小米红米,1299.00,小米京东自营旗舰店,自营
//item.jd.com/100009845167.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充羽墨黑8GB+256GB游戏智能小米红米,1499.00,小米京东自营旗舰店,自营
//item.jd.com/100017188784.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充雾光青8GB+256GB游戏智能小米红米,1499.00,小米京东自营旗舰店,自营
//item.jd.com/100009854121.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充曙光橙6GB+128GB游戏智能小米红米,1049.00,小米京东自营旗舰店,自营
//item.jd.com/100016784110.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充雾光青4GB+128GB游戏智能小米红米,949.00,小米京东自营旗舰店,自营
//item.jd.com/100017188768.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充曙光橙4GB+128GB游戏智能小米红米,949.00,小米京东自营旗舰店,自营
//item.jd.com/100017188756.html,50万+,RedmiNote94G6000mAh大电池骁龙662处理器18W快充曙光橙8GB+256GB游戏智能小米红米,1499.00,小米京东自营旗舰店,自营
